"PLANT_CODE","LONGITUDE_DECIMAL","LATITUDE_DECIMAL"
"FRAL4",-72.84565,42.33842
"FRAL4",-72.79944,43.15806
"FRAL4",-72.64824,42.21433
"FRAL4",-72.64574,42.2244
"FRAL4",-72.64383,42.21357
"FRAL4",-72.56646,42.81931
"FRAL4",-72.55006,43.21681
"FRAL4",-72.54625,44.12736
"FRAL4",-72.50528,43.19778
"FRAL4",-72.46879,42.96984
"FRAL4",-72.43719,43.26191
"FRAL4",-72.41573,43.068
"FRAL4",-72.4113,43.6399
"FRAL4",-72.41002,43.64476
"FRAL4",-72.2781,42.9337
"FRAL4",-72.07683,42.38406
"FRAL4",-72.06853,42.41992
"FRAL4",-72.02357,42.42782
"FRAL4",-72.01517,42.44894
"FRAL4",-71.83967,41.32947
"FRAL4",-71.83866,41.33083
"FRAL4",-71.83755,41.32969
"FRAL4",-71.74736,42.33378
"FRAL4",-71.7337,44.2809
"FRAL4",-71.66111,42.56822
"FRAL4",-71.6199,42.5105
"FRAL4",-71.61732,42.55908
"FRAL4",-71.57239,42.2415
"FRAL4",-71.56436,43.45512
"FRAL4",-71.56395,43.45519
"FRAL4",-71.56386,43.45537
"FRAL4",-71.55652,44.59426
"FRAL4",-71.53742,41.76938
"FRAL4",-71.53724,41.76958
"FRAL4",-71.48592,42.33393
"FRAL4",-71.47498,42.31862
"FRAL4",-71.47287,42.28362
"FRAL4",-71.4717,42.28476
"FRAL4",-71.46873,42.32446
"FRAL4",-71.46845,42.31971
"FRAL4",-71.43203,42.28298
"FRAL4",-71.39586,42.398
"FRAL4",-71.3906,42.39986
"FRAL4",-71.38944,42.58806
"FRAL4",-71.38681,42.54877
"FRAL4",-71.38151,42.54063
"FRAL4",-71.36602,42.55344
"FRAL4",-71.3659,42.55268
"FRAL4",-71.36312,42.54943
"FRAL4",-71.35895,42.55987
"FRAL4",-71.35701,42.55521
"FRAL4",-71.3569,42.55386
"FRAL4",-71.35617,42.56056
"FRAL4",-71.35575,42.56143
"FRAL4",-71.35448,42.55412
"FRAL4",-71.35405,42.56052
"FRAL4",-71.35275,42.55929
"FRAL4",-71.34998,42.55823
"FRAL4",-71.34924,42.55453
"FRAL4",-71.34734,42.55921
"FRAL4",-71.34698,42.56092
"FRAL4",-71.34694,42.55956
"FRAL4",-71.34607,42.5598
"FRAL4",-71.34577,42.56126
"FRAL4",-71.34565,42.55514
"FRAL4",-71.34499,42.562
"FRAL4",-71.34453,42.56227
"FRAL4",-71.34448,42.56095
"FRAL4",-71.34422,42.55047
"FRAL4",-71.34355,42.55207
"FRAL4",-71.34286,42.55909
"FRAL4",-71.34258,42.55566
"FRAL4",-71.34022,42.56917
"FRAL4",-71.3402,42.5559
"FRAL4",-71.33933,42.54988
"FRAL4",-71.33802,42.55779
"FRAL4",-71.33766,42.54713
"FRAL4",-71.33673,42.55239
"FRAL4",-71.33598,42.55916
"FRAL4",-71.33459,42.55862
"FRAL4",-71.33352,42.56065
"FRAL4",-71.33026,42.5559
"FRAL4",-71.31876,42.53172
"FRAL4",-71.31029,42.52815
"FRAL4",-71.30492,42.58335
"FRAL4",-71.30233,42.58636
"FRAL4",-71.27639,42.38611
"FRAL4",-71.2645,42.04982
"FRAL4",-71.25778,42.625
"FRAL4",-71.21043,42.11836
"FRAL4",-71.17922,42.44065
"FRAL4",-71.17867,42.43954
"FRAL4",-71.15647,42.63153
"FRAL4",-71.15625,42.6329
"FRAL4",-71.15358,42.63418
"FRAL4",-71.13135,42.22506
"FRAL4",-71.11375,42.09838
"FRAL4",-71.1085,42.46
"FRAL4",-71.10847,42.69557
"FRAL4",-71.10095,42.69413
"FRAL4",-71.09111,42.18833
"FRAL4",-71.0908,42.4632
"FRAL4",-71.0905,42.06143
"FRAL4",-71.07103,42.07838
"FRAL4",-71.04288,42.49346
"FRAL4",-71.04159,42.49499
"FRAL4",-71.04106,42.49552
"FRAL4",-71.041,42.49573
"FRAL4",-71.03708,42.13432
"FRAL4",-70.98955,42.44043
"FRAL4",-70.98417,42.04923
"FRAL4",-70.98365,42.0489
"FRAL4",-70.98325,42.0833
"FRAL4",-70.98,42.08372
"FRAL4",-70.97803,42.493
"FRAL4",-70.97738,42.11688
"FRAL4",-70.97633,42.08988
"FRAL4",-70.97593,42.08813
"FRAL4",-70.9759,42.08875
"FRAL4",-70.97587,42.09072
"FRAL4",-70.92663,42.08552
"FRAL4",-70.91245,42.48997
"FRAL4",-70.91153,42.502
"FRAL4",-70.9109,42.51009
"FRAL4",-70.91054,42.50994
"FRAL4",-70.91024,42.50969
"FRAL4",-70.90941,42.4931
"FRAL4",-70.90877,42.49772
"FRAL4",-70.90866,42.50403
"FRAL4",-70.90864,42.49627
"FRAL4",-70.90864,42.49029
"FRAL4",-70.90754,42.49306
"FRAL4",-70.90748,42.60993
"FRAL4",-70.87487,42.02008
"FRAL4",-70.86306,42.90806
"FRAL4",-70.83894,42.59565
"FRAL4",-70.83866,42.59565
"FRAL4",-70.83616,42.60509
"FRAL4",-70.81949,42.59176
"FRAL4",-70.81755,42.59398
"FRAL4",-70.8156,42.59148
"FRAL4",-70.81366,42.59009
"FRAL4",-70.81227,42.60287
"FRAL4",-70.81227,42.59065
"FRAL4",-70.81199,42.58926
"FRAL4",-70.81171,42.60371
"FRAL4",-70.81088,42.66787
"FRAL4",-70.80449,42.59204
"FRAL4",-70.80005,42.62121
"FRAL4",-70.79866,42.61482
"FRAL4",-70.79782,42.56982
"FRAL4",-70.7956,42.59093
"FRAL4",-70.78866,42.61982
"FRAL4",-70.78591,42.65181
"FRAL4",-70.78538,42.65103
"FRAL4",-70.78362,42.65062
"FRAL4",-70.78314,42.65024
"FRAL4",-70.77671,42.59148
"FRAL4",-70.7731,42.59121
"FRAL4",-70.77255,42.61676
"FRAL4",-70.77005,42.61287
"FRAL4",-70.76977,42.61371
"FRAL4",-70.76977,42.61204
"FRAL4",-70.76699,42.59815
"FRAL4",-70.76421,42.58898
"FRAL4",-70.76394,42.58926
"FRAL4",-70.762,42.682
"FRAL4",-70.75949,42.56982
"FRAL4",-70.75032,42.58371
"FRAL4",-70.64167,41.87683
"FRAL4",-70.52917,44.0575
"FRAL4",-70.44685,43.63833
"FRAL4",-70.44423,43.75049
"FRAL4",-70.44366,43.75047
"FRAL4",-70.43839,43.74992
"FRAL4",-70.4291,43.63831
"FRAL4",-70.41518,43.68278
"FRAL4",-70.40874,43.62769
"FRAL4",-70.40813,43.68348
"FRAL4",-70.40392,43.68326
"FRAL4",-70.24028,43.83583
"FRAL4",-70.24,43.83583
"FRAL4",-70.22861,43.785
"FRAL4",-70.22861,43.78694
"FRAL4",-70.22111,43.78333
"FRAL4",-70.18944,43.80639
"FRAL4",-70.18917,43.80528
"FRAL4",-70.18778,43.80444
"FRAL4",-70.18306,43.825
"FRAL4",-70.18306,43.82444
"FRAL4",-70.17056,43.82806
"FRAL4",-72.2723,42.0471
"FRAL4",-72.00207,44.43428
"FRAL4",-71.8045,41.33266
"FRAL4",-71.47131,42.31887
"FRAL4",-71.43256,42.2836
"FRAL4",-71.3548,42.56094
"FRAL4",-71.35383,42.55648
"FRAL4",-71.31634,42.52669
"FRAL4",-71.7786,41.9198
"FRAL4",-71.7632,41.9934
"FRAL4",-71.7895,41.9853
"FRAL4",-91.6247,43.7427
"FRAL4",-96.6074,45.7625
"FRAL4",-96.3089,46.9681
"FRAL4",-94.1306,44.6959
"FRAL4",-93.9926,44.672
"FRAL4",-93.5654,45.0028
"FRAL4",-92.8886,45.6767
"FRAL4",-92.8415,45.0704
"FRAL4",-92.8259,44.7992
"FRAL4",-92.7655,45.225
"FRAL4",-92.7355,45.5144
"FRAL4",-92.7262,45.5359
"FRAL4",-94.6699,46.2758
"FRAL4",-94.1903,44.4571
"FRAL4",-94.19,44.4565
"FRAL4",-94.1864,44.4551
"FRAL4",-94.1377,44.6973
"FRAL4",-94.1331,44.7029
"FRAL4",-94.1261,44.6759
"FRAL4",-94.0761,44.6191
"FRAL4",-93.9773,46.4882
"FRAL4",-93.9368,45.3181
"FRAL4",-93.9323,45.3175
"FRAL4",-93.7974,44.6629
"FRAL4",-93.13,45.375
"FRAL4",-93.125,45.3717
"FRAL4",-92.6597,45.3965
"FRAL4",-92.6596,45.3964
"FRAL4",-92.5266,44.5192
"FRAL4",-92.0517,44.0478
"FRAL4",-91.2279,47.3727
"FRAL4",-94.4084,46.7304
"FRAL4",-94.3677,44.4983
"FRAL4",-94.1729,44.0494
"FRAL4",-94.1466,45.8726
"FRAL4",-94.1418,44.7027
"FRAL4",-94.1365,44.7027
"FRAL4",-94.1358,44.6971
"FRAL4",-94.1346,44.698
"FRAL4",-94.1304,44.6957
"FRAL4",-93.9766,46.4881
"FRAL4",-93.9409,45.3055
"FRAL4",-93.7987,44.6629
"FRAL4",-92.897,45.0775
"FRAL4",-92.8726,45.7026
"FRAL4",-92.8645,45.0721
"FRAL4",-96.089,46.299
"FRAL4",-96.087,46.0504
"FRAL4",-95.1447,45.8566
"FRAL4",-95.0552,46.9288
"FRAL4",-93.9524,46.4895
"FRAL4",-92.897,45.6657
"FRAL4",-92.8922,45.6912
"FRAL4",-92.8891,45.6658
"FRAL4",-92.8817,45.6767
"FRAL4",-73.04779,42.38866
"FRAL4",-72.97097,42.49211
"FRAL4",-72.92849,42.47336
"FRAL4",-72.92806,42.47219
"FRAL4",-72.9269,42.47384
"FRAL4",-72.92672,42.47253
"FRAL4",-72.92665,42.47317
"FRAL4",-72.86634,42.27123
"FRAL4",-72.8636,42.43483
"FRAL4",-72.86269,42.4353
"FRAL4",-72.85801,42.44165
"FRAL4",-72.85788,42.13448
"FRAL4",-72.85788,42.44053
"FRAL4",-72.85761,42.13468
"FRAL4",-72.85708,42.13517
"FRAL4",-72.68974,42.10509
"FRAL4",-72.67339,42.08002
"FRAL4",-72.67253,42.08071
"FRAL4",-93.11005,45.03456
"FRAL4",-70.94318,43.13333
"FRAL4",-72.99166,42.51489
"FRAL4",-70.95021,43.13373
"FRAL4",-70.92592,43.12451
"FRAL4",-73.59485,41.08426
"FRAL4",-73.37139,42.35
"FRAL4",-73.36581,42.15881
"FRAL4",-73.27972,42.39528
"FRAL4",-73.2358,44.5067
"FRAL4",-73.22984,44.44664
"FRAL4",-73.22732,44.45442
"FRAL4",-73.22593,44.44626
"FRAL4",-73.22524,44.44703
"FRAL4",-73.2251,44.44541
"FRAL4",-73.22361,44.63583
"FRAL4",-73.18599,44.47803
"FRAL4",-73.18584,44.47996
"FRAL4",-73.18534,44.47941
"FRAL4",-73.18512,44.47886
"FRAL4",-73.18033,42.81771
"FRAL4",-73.17778,42.81113
"FRAL4",-73.15637,42.61103
"FRAL4",-73.10667,43.085
"FRAL4",-73.07939,43.24783
"FRAL4",-73.07881,43.24719
"FRAL4",-73.0105,43.2716
"FRAL4",-73.01,43.2689
"FRAL4",-73.0077,43.2722
"FRAL4",-73.0055,43.2709
"FRAL4",-72.99144,43.32347
"FRAL4",-72.9599,42.4944
"FRAL4",-72.87444,42.87525
"FRAL4",-72.86065,42.44231
"FRAL4",-72.73842,42.48342
"FRAL4",-72.72315,42.48536
"FRAL4",-72.56678,42.81935
"FRAL4",-72.4662,43.29963
"FRAL4",-72.45048,43.05652
"FRAL4",-72.44704,42.99865
"FRAL4",-72.44493,43.05143
"FRAL4",-72.4448,43.05255
"FRAL4",-72.43886,43.26008
"FRAL4",-72.43836,43.26024
"FRAL4",-72.43183,43.08932
"FRAL4",-72.4309,43.26125
"FRAL4",-72.41785,43.0777
"FRAL4",-72.41623,43.06893
"FRAL4",-72.4162,43.06738
"FRAL4",-72.41126,43.64422
"FRAL4",-72.41101,43.64512
"FRAL4",-72.41051,43.64548
"FRAL4",-72.41002,43.64386
"FRAL4",-72.40877,43.64529
"FRAL4",-72.40853,43.64115
"FRAL4",-72.40779,43.63989
"FRAL4",-72.40288,43.09045
"FRAL4",-72.3951,43.0967
"FRAL4",-72.3914,43.09477
"FRAL4",-72.36833,43.03627
"FRAL4",-72.31992,43.00783
"FRAL4",-72.17499,42.42289
"FRAL4",-72.14143,42.4114
"FRAL4",-72.12321,43.02835
"FRAL4",-72.07775,42.38281
"FRAL4",-72.05915,41.8233
"FRAL4",-72.00631,42.45444
"FRAL4",-72.00053,43.41872
"FRAL4",-71.84066,41.32783
"FRAL4",-71.80483,41.33233
"FRAL4",-71.71321,41.62445
"FRAL4",-71.71201,41.57121
"FRAL4",-71.65806,42.56897
"FRAL4",-71.63226,42.4691
"FRAL4",-71.6194,42.55833
"FRAL4",-71.61668,42.55943
"FRAL4",-71.60507,42.49204
"FRAL4",-71.5871,42.496
"FRAL4",-71.52019,42.15675
"FRAL4",-71.48895,42.33679
"FRAL4",-71.48756,42.33262
"FRAL4",-71.482,42.11947
"FRAL4",-71.47973,42.27576
"FRAL4",-71.47929,42.33129
"FRAL4",-71.47676,42.32043
"FRAL4",-71.47612,42.28276
"FRAL4",-71.4759,42.28198
"FRAL4",-71.47139,42.03331
"FRAL4",-71.45323,42.46218
"FRAL4",-71.4427,42.35457
"FRAL4",-71.44162,42.34351
"FRAL4",-71.44126,42.34959
"FRAL4",-71.40056,42.58722
"FRAL4",-71.39679,42.40031
"FRAL4",-71.38741,42.54732
"FRAL4",-71.38679,42.54606
"FRAL4",-71.38567,42.54512
"FRAL4",-71.3849,42.54446
"FRAL4",-71.38478,42.55068
"FRAL4",-71.38412,42.54294
"FRAL4",-71.36062,42.56066
"FRAL4",-71.36056,42.55293
"FRAL4",-71.3605,42.55822
"FRAL4",-71.35928,42.55187
"FRAL4",-71.35549,42.56155
"FRAL4",-71.35522,42.55213
"FRAL4",-71.35452,42.55306
"FRAL4",-71.35078,42.22483
"FRAL4",-71.34493,42.54699
"FRAL4",-71.34487,42.54222
"FRAL4",-71.34129,42.5617
"FRAL4",-71.34097,42.55787
"FRAL4",-71.34012,42.55948
"FRAL4",-71.3378,42.53226
"FRAL4",-71.33708,42.55506
"FRAL4",-71.3325,42.40444
"FRAL4",-71.3203,42.2361
"FRAL4",-71.31839,42.10982
"FRAL4",-71.3175,42.49917
"FRAL4",-71.31644,42.53601
"FRAL4",-71.31563,42.53384
"FRAL4",-71.3,42.67361
"FRAL4",-71.2998,42.65867
"FRAL4",-71.28417,42.38889
"FRAL4",-71.2704,42.2466
"FRAL4",-71.23972,42.55583
"FRAL4",-71.22778,42.56167
"FRAL4",-71.21722,42.5575
"FRAL4",-71.21444,42.59944
"FRAL4",-71.20716,42.12363
"FRAL4",-71.20632,42.12445
"FRAL4",-71.2053,42.64948
"FRAL4",-71.20476,42.04398
"FRAL4",-71.20415,42.6496
"FRAL4",-71.20393,42.12359
"FRAL4",-71.20269,42.12266
"FRAL4",-71.20169,42.1228
"FRAL4",-71.20103,42.04319
"FRAL4",-71.19741,42.04266
"FRAL4",-71.1954,42.6562
"FRAL4",-71.19337,42.01755
"FRAL4",-71.19097,42.01803
"FRAL4",-71.18673,42.43991
"FRAL4",-71.18505,42.43565
"FRAL4",-71.18367,42.44204
"FRAL4",-71.18061,42.44093
"FRAL4",-71.18034,42.02021
"FRAL4",-71.1773,42.692
"FRAL4",-71.175,42.54472
"FRAL4",-71.174,42.694
"FRAL4",-71.1731,42.69478
"FRAL4",-71.17173,42.6947
"FRAL4",-71.17125,42.6959
"FRAL4",-71.16944,42.49056
"FRAL4",-71.16642,42.1209
"FRAL4",-71.159,42.4
"FRAL4",-71.15597,42.63255
"FRAL4",-71.15495,42.6343
"FRAL4",-71.11163,42.09833
"FRAL4",-71.1116,42.6967
"FRAL4",-71.10735,42.6968
"FRAL4",-71.10722,42.10712
"FRAL4",-71.10682,42.10628
"FRAL4",-71.1067,42.10535
"FRAL4",-71.10578,42.6899
"FRAL4",-71.10553,42.68997
"FRAL4",-71.1052,42.694
"FRAL4",-71.1044,42.698
"FRAL4",-71.1043,42.69007
"FRAL4",-71.10287,42.09503
"FRAL4",-71.09611,42.20917
"FRAL4",-71.09537,42.06288
"FRAL4",-71.09437,42.06035
"FRAL4",-71.09288,42.64553
"FRAL4",-71.09198,42.06237
"FRAL4",-71.08863,42.06163
"FRAL4",-71.0792,42.07698
"FRAL4",-71.07705,42.14277
"FRAL4",-71.07668,42.14248
"FRAL4",-71.06938,42.1192
"FRAL4",-71.06873,42.11955
"FRAL4",-71.06855,42.0769
"FRAL4",-71.0482,42.11437
"FRAL4",-71.04653,42.09117
"FRAL4",-71.04572,42.09802
"FRAL4",-71.0442,42.10965
"FRAL4",-71.04361,42.21194
"FRAL4",-71.04337,42.09393
"FRAL4",-71.04325,42.0904
"FRAL4",-70.98562,42.11318
"FRAL4",-70.98517,42.128
"FRAL4",-70.98447,42.11605
"FRAL4",-70.98217,42.04783
"FRAL4",-70.98193,42.10477
"FRAL4",-70.98152,42.04693
"FRAL4",-70.98057,42.10092
"FRAL4",-70.98033,42.10328
"FRAL4",-70.98003,42.10143
"FRAL4",-70.97977,42.11473
"FRAL4",-70.97953,42.10362
"FRAL4",-70.97927,42.11423
"FRAL4",-70.97865,42.1038
"FRAL4",-70.97775,42.11503
"FRAL4",-70.97761,44.0295
"FRAL4",-70.97742,42.08782
"FRAL4",-70.97698,42.08803
"FRAL4",-70.97683,42.10047
"FRAL4",-70.9765,42.08808
"FRAL4",-70.97595,42.11902
"FRAL4",-70.97513,42.09533
"FRAL4",-70.95357,42.01777
"FRAL4",-70.94445,42.00753
"FRAL4",-70.93935,44.06223
"FRAL4",-70.93868,42.11263
"FRAL4",-70.93813,42.11308
"FRAL4",-70.93347,42.0907
"FRAL4",-70.93152,42.08662
"FRAL4",-70.92708,42.08567
"FRAL4",-70.87618,42.00762
"FRAL4",-70.8709,43.0592
"FRAL4",-70.82171,42.59759
"FRAL4",-70.81213,42.60239
"FRAL4",-70.8035,42.08675
"FRAL4",-70.80267,42.08732
"FRAL4",-70.79927,42.0872
"FRAL4",-70.7625,43.0718
"FRAL4",-70.75749,42.68209
"FRAL4",-70.74949,42.67909
"FRAL4",-70.6641,43.2992
"FRAL4",-70.54588,43.33808
"FRAL4",-70.47805,43.65287
"FRAL4",-70.47684,43.65362
"FRAL4",-70.47627,43.65393
"FRAL4",-70.46608,43.71985
"FRAL4",-70.4408,43.74639
"FRAL4",-70.36155,43.67877
"FRAL4",-70.3596,43.67907
"FRAL4",-70.35867,43.67935
"FRAL4",-70.35425,43.68057
"FRAL4",-70.35152,43.68247
"FRAL4",-70.34088,43.65675
"FRAL4",-70.33588,43.6573
"FRAL4",-70.32838,43.65564
"FRAL4",-70.32691,43.65657
"FRAL4",-70.31884,43.66513
"FRAL4",-70.31739,43.77661
"FRAL4",-70.31686,43.66458
"FRAL4",-70.31616,43.65814
"FRAL4",-70.31616,43.6573
"FRAL4",-70.31011,43.66201
"FRAL4",-70.29338,43.65314
"FRAL4",-70.28623,43.72638
"FRAL4",-70.28527,43.68998
"FRAL4",-70.27967,43.76064
"FRAL4",-70.27529,43.65972
"FRAL4",-70.27489,43.75942
"FRAL4",-70.27456,43.75872
"FRAL4",-70.27253,43.66077
"FRAL4",-70.27178,43.66088
"FRAL4",-70.26622,43.82819
"FRAL4",-70.26597,43.82956
"FRAL4",-70.23778,43.83611
"FRAL4",-70.22778,43.78639
"FRAL4",-70.22167,43.78444
"FRAL4",-70.12694,43.86556
"FRAL4",-70.08633,43.90548
"FRAL4",-70.08444,43.86194
"FRAL4",-70.08408,43.90565
"FRAL4",-70.0431,43.831
"FRAL4",-69.85303,43.83374
"FRAL4",-68.28957,44.31449
"FRAL4",-70.93608,43.13819
"FRAL4",-70.96918,43.13405
"FRAL4",-70.93152,43.13535
"FRAL4",-75.95174,40.28452
"FRAL4",-88.21225,41.84836
"FRAL4",-70.93544,43.13853
"FRAL4",-72.85634,42.33659
"FRAL4",-72.85541,42.3325
"FRAL4",-72.85429,42.33498
"FRAL4",-72.8528,42.33484
"FRAL4",-72.85253,42.3357
"FRAL4",-72.85075,42.34161
"FRAL4",-72.84899,42.34199
"FRAL4",-72.84838,42.34212
"FRAL4",-72.84834,42.33889
"FRAL4",-72.84755,42.33982
"FRAL4",-72.84611,42.33833
"FRAL4",-72.65308,42.20199
"FRAL4",-72.65096,42.21178
"FRAL4",-72.6487,42.21424
"FRAL4",-72.64667,42.22369
"FRAL4",-72.6462,42.22431
"FRAL4",-72.6443,42.21348
"FRAL4",-96.0297,46.8426
"FRAL4",-95.1985,47.234
"FRAL4",-95.1354,45.8512
"FRAL4",-94.995,46.9293
"FRAL4",-94.4504,44.7493
"FRAL4",-94.4128,44.8981
"FRAL4",-94.4092,44.8958
"FRAL4",-94.3684,44.4989
"FRAL4",-94.3662,44.6794
"FRAL4",-94.3429,44.5718
"FRAL4",-94.336,44.5699
"FRAL4",-94.3346,44.5724
"FRAL4",-94.3345,44.5734
"FRAL4",-94.3345,44.5731
"FRAL4",-94.3344,44.5722
"FRAL4",-94.3343,44.5737
"FRAL4",-94.3343,44.5726
"FRAL4",-94.3339,44.574
"FRAL4",-94.3334,44.5739
"FRAL4",-94.3333,44.5737
"FRAL4",-94.3333,44.5729
"FRAL4",-94.3329,44.5727
"FRAL4",-94.3327,44.5727
"FRAL4",-94.3302,44.5712
"FRAL4",-94.3291,44.5709
"FRAL4",-94.3243,44.5789
"FRAL4",-94.3242,44.5785
"FRAL4",-94.2573,44.8789
"FRAL4",-94.1905,44.4571
"FRAL4",-94.1904,44.4571
"FRAL4",-94.19,44.4563
"FRAL4",-94.1888,44.4561
"FRAL4",-94.1878,44.4555
"FRAL4",-94.1863,44.4556
"FRAL4",-94.1863,44.4549
"FRAL4",-94.1861,44.4552
"FRAL4",-94.1859,44.4552
"FRAL4",-94.1425,44.7025
"FRAL4",-94.1401,44.7028
"FRAL4",-94.1314,44.1311
"FRAL4",-94.1264,44.6758
"FRAL4",-94.1238,44.6759
"FRAL4",-94.1232,44.6752
"FRAL4",-94.1213,44.6757
"FRAL4",-94.1079,44.86
"FRAL4",-94.0774,44.6204
"FRAL4",-94.0773,44.6201
"FRAL4",-94.0764,44.6203
"FRAL4",-94.0761,44.6202
"FRAL4",-94.0652,43.8379
"FRAL4",-94.0279,44.5184
"FRAL4",-94.0233,44.3078
"FRAL4",-93.993,44.6729
"FRAL4",-93.9393,44.5629
"FRAL4",-93.9355,44.5577
"FRAL4",-93.7987,44.6639
"FRAL4",-93.7981,44.6629
"FRAL4",-93.6954,45.4246
"FRAL4",-93.5687,45.003
"FRAL4",-93.5177,45.8613
"FRAL4",-93.2917,45.4069
"FRAL4",-92.8325,46.2187
"FRAL4",-92.7846,45.7674
"FRAL4",-92.7507,46.4467
"FRAL4",-92.7487,46.4456
"FRAL4",-92.745,46.4481
"FRAL4",-92.7376,45.5306
"FRAL4",-92.735,45.5348
"FRAL4",-92.7329,46.4409
"FRAL4",-92.6509,45.9392
"FRAL4",-92.6447,45.9464
"FRAL4",-92.6351,45.9988
"FRAL4",-92.552,44.5146
"FRAL4",-92.5493,44.5204
"FRAL4",-92.547,44.5185
"FRAL4",-92.4981,47.4779
"FRAL4",-92.3898,44.5345
"FRAL4",-92.3748,44.5354
"FRAL4",-92.3708,44.5354
"FRAL4",-92.2407,47.8174
"FRAL4",-92.2402,47.817
"FRAL4",-92.2388,47.817
"FRAL4",-92.0502,44.0453
"FRAL4",-92.0475,44.0474
"FRAL4",-92.0467,44.0537
"FRAL4",-92.0436,44.0545
"FRAL4",-92.0433,44.0516
"FRAL4",-91.8234,43.6365
"FRAL4",-91.4146,47.1878
"FRAL4",-91.2141,47.359
"FRAL4",-92.827,46.1871
"FRAL4",-92.8262,46.1647
"FRAL4",-94.6699,46.2763
"FRAL4",-94.3683,44.4991
"FRAL4",-94.1909,44.4568
"FRAL4",-94.1882,44.4561
"FRAL4",-94.1876,44.4557
"FRAL4",-94.0234,44.3117
"FRAL4",-93.9928,44.6725
"FRAL4",-93.7978,44.6639
"FRAL4",-93.6892,45.4331
"FRAL4",-93.6061,47.6535
"FRAL4",-93.5709,45.0012
"FRAL4",-93.5688,45.0017
"FRAL4",-92.8022,44.7377
"FRAL4",-92.7084,45.903
"FRAL4",-92.5479,44.5056
"FRAL4",-92.2393,47.8186
"FRAL4",-92.7821,45.7728
"FRAL4",-92.566,44.5331
"FRAL4",-92.0416,44.0539
"FRAL4",-72.98396,42.42683
"FRAL4",-72.97294,42.43752
"FRAL4",-72.93889,42.33849
"FRAL4",-72.93164,42.43621
"FRAL4",-72.9236,42.42486
"FRAL4",-73.04775,42.38848
"FRAL4",-73.04732,42.38744
"FRAL4",-73.01895,42.38126
"FRAL4",-73.01863,42.38164
"FRAL4",-73.00781,42.52462
"FRAL4",-73.00733,42.52319
"FRAL4",-73.00614,42.52488
"FRAL4",-73.00593,42.52397
"FRAL4",-73.00584,42.52374
"FRAL4",-73.0058,42.52438
"FRAL4",-72.99882,42.42438
"FRAL4",-72.99627,42.52314
"FRAL4",-72.99563,42.52332
"FRAL4",-72.99493,42.52284
"FRAL4",-72.9934,42.44978
"FRAL4",-72.99171,42.43221
"FRAL4",-72.99085,42.44874
"FRAL4",-72.98929,42.44812
"FRAL4",-72.98509,42.42025
"FRAL4",-72.98502,42.30112
"FRAL4",-72.98332,42.30073
"FRAL4",-72.97771,42.4267
"FRAL4",-72.97239,42.49252
"FRAL4",-72.97227,42.44102
"FRAL4",-72.9721,42.49925
"FRAL4",-72.9719,42.49228
"FRAL4",-72.97037,42.492
"FRAL4",-72.96498,42.48747
"FRAL4",-72.96486,42.48695
"FRAL4",-72.94751,42.30856
"FRAL4",-72.94686,42.30856
"FRAL4",-72.94202,42.40125
"FRAL4",-72.93985,42.40224
"FRAL4",-72.93679,42.41299
"FRAL4",-72.93101,42.4821
"FRAL4",-72.92992,42.42412
"FRAL4",-72.92992,42.48218
"FRAL4",-72.92875,42.48155
"FRAL4",-72.9281,42.47052
"FRAL4",-72.91043,42.47213
"FRAL4",-72.90963,42.47147
"FRAL4",-72.90789,42.4702
"FRAL4",-72.90784,42.47041
"FRAL4",-72.87963,42.38821
"FRAL4",-72.87928,42.38817
"FRAL4",-72.87127,42.41067
"FRAL4",-72.8696,42.41615
"FRAL4",-72.86936,42.41528
"FRAL4",-72.86901,42.4119
"FRAL4",-72.86883,42.44044
"FRAL4",-72.86751,42.44017
"FRAL4",-72.86566,42.41861
"FRAL4",-72.86514,42.44025
"FRAL4",-72.86369,42.41914
"FRAL4",-72.86316,42.44075
"FRAL4",-72.86274,42.42023
"FRAL4",-72.86068,42.44082
"FRAL4",-72.86055,42.44193
"FRAL4",-72.85984,42.44354
"FRAL4",-72.85963,42.13476
"FRAL4",-72.85862,42.4396
"FRAL4",-72.8585,42.13487
"FRAL4",-72.8583,42.44184
"FRAL4",-72.85558,42.13533
"FRAL4",-72.58837,42.08326
"FRAL4",-72.58765,42.08365
"FRAL4",-72.58751,42.08371
"FRAL4",-72.58683,42.08369
"FRAL4",-72.58556,42.08308
"FRAL4",-96.3012,47.4622
"FRAL4",-95.8867,46.7849
"FRAL4",-95.8741,45.6434
"FRAL4",-94.3409,46.2825
"FRAL4",-93.9414,46.5017
"FRAL4",-93.4815,46.1415
"FRAL4",-93.1172,45.3723
"FRAL4",-92.8542,46.1562
"FRAL4",-92.8339,46.1803
"FRAL4",-92.5245,44.5197
"FRAL4",-92.241,47.8174
"FRAL4",-92.0557,44.0595
"FRAL4",-92.0434,44.0544
"FRAL4",-96.0727,45.201
"FRAL4",-95.712,45.605
"FRAL4",-94.4109,44.8984
"FRAL4",-93.9115,44.9571
"FRAL4",-93.8117,44.2067
"FRAL4",-92.8979,45.696
"FRAL4",-92.8909,45.673
"FRAL4",-92.873,45.0979
"FRAL4",-92.8447,46.187
"FRAL4",-92.8311,46.1798
"FRAL4",-92.8299,46.1919
"FRAL4",-92.7492,46.4458
